Event/Description,EstMH (All),Interval,MH_j,max_interval
HE32-341300-05-1 (R0003) / OPERATIONAL CHECK OF THE 5-MINUTE TIME DELAY OF ADIRU 2 AND 3 POWER DISCONNECTION IN EMERGENC,0 days 00:28:00,12'000,0.4666666666666667,200
HE32-522100-01-1 (R0003) / OPERATIONAL CHECK OF UNLOCKING AND OPENING FROM INSIDE IN ARMED MODE,0 days 04:08:00,12'000,4.133333333333334,200
HE32-545900-W3-1-01 (R0004) / DETAILED INSPECTION OF KARMAN FAIRING FIRE SEALS OF LH PYLON,0 days 01:00:00,12'000,1.0,200
HE32-545900-W3-1-02 (R0004) / DETAILED INSPECTION OF KARMAN FAIRING FIRE SEALS OF RH PYLON,0 days 01:00:00,12'000,1.0,200
HE32-545900-W5-1-01 (R0004) / DETAILED INSPECTION OF RMF BLOCK SEAL AND RMF FIRE FINGER SEAL OF LH PYLON,0 days 01:42:00,12'000,1.7,200
HE32-545900-W5-1-02 (R0004) / DETAILED INSPECTION OF RMF BLOCK SEAL AND RMF FIRE FINGER SEAL OF RH PYLON,0 days 01:42:00,12'000,1.7,200
HE32-711000-W1-1-01 (R0003) / FUNCTIONAL CHECK OF THE FAN COWL LATCH TENSION OF NO.1 ENG,0 days 01:00:00,12'000,1.0,200
HE32-711000-W1-1-02 (R0003) / FUNCTIONAL CHECK OF THE FAN COWL LATCH TENSION OF NO.2 ENG,0 days 01:00:00,12'000,1.0,200
HE32-781000-W1-1-01 (R0003) / DETAILED INSPECTION OF THE NOZZLE FIRE FINGER SEALS OF NO.1 ENG,0 days 01:46:00,12'000,1.7666666666666666,200
HE32-781000-W1-1-02 (R0003) / DETAILED INSPECTION OF THE NOZZLE FIRE FINGER SEALS OF NO.2 ENG,0 days 01:46:00,12'000,1.7666666666666666,200
HE32-783200-W2-1-01 (R0003) / GENERAL VISUAL INSPECTION OF THE THERMAL PROTECTION SYSTEM OF NO.1 ENG,0 days 01:42:00,12'000,1.7,200
HE32-783200-W2-1-02 (R0003) / GENERAL VISUAL INSPECTION OF THE THERMAL PROTECTION SYSTEM OF NO.2 ENG,0 days 01:42:00,12'000,1.7,200
HE32-783200-W5-1-01 (R0003) / FUNCTIONAL CHECK OF THRUST REVERSER LATCH TENSION OF NO.1 ENG,0 days 01:22:00,12'000,1.3666666666666667,200
HE32-783200-W5-1-02 (R0003) / FUNCTIONAL CHECK OF THRUST REVERSER LATCH TENSION OF NO.2 ENG,0 days 01:22:00,12'000,1.3666666666666667,200
"REPLACE D30664-709/M15772 (RAFT-SLIDE,FWD)",0 days 03:00:00,,3.0,200
HE32-344200-01-1 (R0004) / OPERATIONAL CHECK AND DETAILED INSPECTION FOR CONTAMINATION OF RADIO ALTIMETER FAN,0 days 01:38:00,4'000,1.6333333333333333,200
REPLACE FAKHKG02SW/EFK-1283 (FIRST AID KIT),0 days 00:18:00,,0.3,200
HE32-262300-09-1 (R0003) / DISCARD WATER ADSORBING FILTER,0 days 01:26:00,456 D,1.4333333333333333,200
HE32-262300-09-1 (R0003) / DISCARD WATER ADSORBING FILTER,0 days 01:26:00,456 D,1.4333333333333333,200
HE32-215800-01-1 (R0004) / REMOVE CSAS OZONE CONVERTER FOR IN SHOP CLEANING,0 days 03:48:00,6'000,3.8,200
HE32-323100-01-1 (R0003) / BITE CHECK OF LANDING-GEAR CONTROL INTERFACE-UNIT (LGCIU) WITH USE OF MCDU TO ENSURE THAT CON,0 days 00:24:00,4'000,0.4,200
HE32-256551-01-1 (R0002) / DISCARD AND REPLACE MEGAPHONE BATTERIES,0 days 00:30:00,365 D,0.5,200
HE32-561000-02-1 (R0003) / DETAILED INSPECTION OF ALL COCKPIT WINDOWS FROM OUTSIDE INCLUDING SEALS,0 days 01:18:00,365 D,1.3,200
"HE32-ZL-400-02-4 (R0003) / GENERAL VISUAL INSPECTION OF POWERPLANTS, NACELLES AND PYLONS",0 days 00:16:00,365 D,0.26666666666666666,200
EOI-49-0006/W1415472 /[131-9A] REMOVE AND DISCARD OIL FILTER ELEMENTS (8069KM) AND (8076KM),0 days 01:00:00,730 D,1.0,200
HE32-200001-02-1-01 (R0002) / CHECK TO MAKE SURE THAT CONNECTOR AT LH WING IS CORRECTLY TIGHTENED BY MEASUREMENT OF THE,0 days 04:34:00,Thr. 2'191 D,4.566666666666666,200
HE32-200001-02-1-02 (R0002) / CHECK TO MAKE SURE THAT CONNECTOR AT RH WING IS CORRECTLY TIGHTENED BY MEASUREMENT OF THE,0 days 04:34:00,Thr. 2'191 D,4.566666666666666,200
"HE32-200003-01-1 (R0002) / GENERAL VISUAL INSPECTION OF ELEMENTS FITTED ON THE HARNESSES 4202VB, 4204VB",0 days 00:54:00,Thr. 2'191 D,0.9,200
"HE32-200003-02-1 (R0002) / GENERAL VISUAL INSPECTION OF ELEMENTS FITTED ON THE HARNESSES 4202VB, 4204VB",0 days 00:58:00,Thr. 2'191 D,0.9666666666666667,200
"HE32-200003-03-1 (R0002) / GENERAL VISUAL INSPECTION OF ELEMENTS FITTED ON THE HARNESSES 4202VB, 4204VB",0 days 00:34:00,Thr. 2'191 D,0.5666666666666667,200
"HE32-200121-03-1 (R0002) / GENERAL VISUAL INSPECTION OF 90VU, 108VU AND 109VU IN THE FORWARD AVIONIC COMPARTMENT (EWIS)",0 days 02:16:00,Thr. 2'191 D,2.2666666666666666,200
"HE32-200121-04-1 (R0002) / DETAILED INSPECTION OF G, E AND P ROUTES IN THE FORWARD AVIONIC COMPARTMENT (EWIS)",0 days 01:24:00,Thr. 2'191 D,1.4,200
HE32-200125-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE LATERAL AVIONIC COMPARTMENT (ONLY IF CONTAMINATED) (EWIS),0 days 01:24:00,Thr. 2'191 D,1.4,200
"HE32-200125-05-1 (R0002) / GENERAL VISUAL INSPECTION OF 105VU, 106VU, 103VU, 107VU AND 70VU INSTALLED IN THE LATERAL AVI",0 days 01:08:00,Thr. 2'191 D,1.1333333333333333,200
"HE32-200125-06-1 (R0002) / DETAILED INSPECTION OF G, E AND P ROUTES INSTALLED IN THE LATERAL AVIONIC COMPARTMENT (EWIS)",0 days 01:16:00,Thr. 2'191 D,1.2666666666666666,200
HE32-200127-02-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE REAR AVIONIC COMPARTMENT (ONLY IF CONTAMINATED) (EWIS),0 days 02:16:00,Thr. 2'191 D,2.2666666666666666,200
"HE32-200127-05-1 (R0002) / GENERAL VISUAL INSPECTION OF 63VU, 80VU, 187VU AND 188VU INSTALLED IN THE REAR AVIONIC COMPAR",0 days 01:08:00,Thr. 2'191 D,1.1333333333333333,200
"HE32-200127-07-1 (R0002) / DETAILED INSPECTION OF G, E AND P ROUTES INSTALLED IN THE REAR AVIONIC COMPARTMENT (EWIS)",0 days 01:56:00,Thr. 2'191 D,1.9333333333333333,200
HE32-200131-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE FORWARD CARGO COMPARTMENT (ONLY IF CONTAMINATED) (EWIS),0 days 01:04:00,Thr. 2'191 D,1.0666666666666667,200
HE32-200133-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE UNDERFLOOR BAY OF FORWARD CARGO COMPARTMENT (ONLY IF CONTAMIN,0 days 01:12:00,Thr. 2'191 D,1.2,200
HE32-200137-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE BAY BEHIND FWD CARGO COMPARTMENT (ONLY IF CONTAMINATED) (EWIS,0 days 00:52:00,Thr. 2'191 D,0.8666666666666667,200
HE32-200145-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE ZONE UNDER CABIN FLOOR (ONLY IF CONTAMINATED) (EWIS),0 days 00:36:00,Thr. 2'191 D,0.6,200
HE32-200151-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE AFT CARGO COMPARTMENT (ONLY IF CONTAMINATED) (EWIS),0 days 01:04:00,Thr. 2'191 D,1.0666666666666667,200
HE32-200161-01-1 (R0002) / CLEAN THE EWIS INSTALLED IN THE BULK CARGO COMPARTMENT (ONLY IF CONTAMINATED) (EWIS),0 days 00:40:00,Thr. 2'191 D,0.6666666666666666,200
HE32-200191-01-1 (R0003) / CLEAN THE EWIS INSTALLED IN THE AIR CONDITIONING COMPARTMENT AND FAIRINGS (ONLY IF CONTAMINAT,0 days 05:08:00,Thr. 2'191 D,5.133333333333334,200
HE32-200211-02-1 (R0002) / CLEAN THE EWIS INSTALLED IN 49VU AND 120VU (ONLY IF CONTAMINATED) (EWIS),0 days 01:20:00,Thr. 2'191 D,1.3333333333333333,200
HE32-200315-01-1 (R0002) / GENERAL VISUAL INSPECTION OF G AND P ROUTES INSTALLED IN THE TAIL CONE AND APU ACCESSORY COMP,0 days 00:28:00,Thr. 2'191 D,0.4666666666666667,200
HE32-253000-01-1 (R0002) / DETAILED INSPECTION OF ATTACHMENT POINTS,0 days 00:36:00,Thr. 2'191 D,0.6,200
HE32-262541-01-1 (R0002) / DETAILED INSPECTION OF LAVATORY FIRE EXTINGUISHER FOR SIGNS OF LEAKAGE/DISCHARGE,0 days 00:12:00,Thr. 2'191 D,0.2,200
HE32-272100-02-1 (R0002) / DETAILED INSPECTION OF THE CONTROL CABLES,0 days 00:48:00,Thr. 2'191 D,0.8,200
HE32-272100-05-1 (R0003) / OPERATIONAL TEST OF THE CENTERING SPRING ROD,0 days 00:32:00,Thr. 2'191 D,0.5333333333333333,200
HE32-272100-07-1 (R0003) / DETAILED INSPECTION OF MECHANICAL CONTROL LINKAGE IN FIN,0 days 00:28:00,Thr. 2'191 D,0.4666666666666667,200
HE32-275449-06-1-01 (R0002) / DRAIN AND REFILL FLAP ACTUATOR ASSEMBLIES OF LH WING WITH SEMI-FLUID,0 days 08:16:00,Thr. 2'191 D,8.266666666666667,200
HE32-275449-06-1-02 (R0002) / DRAIN AND REFILL FLAP ACTUATOR ASSEMBLIES OF RH WING WITH SEMI-FLUID,0 days 08:16:00,Thr. 2'191 D,8.266666666666667,200
HE32-281800-01-1 (R0002) / FUNCTIONAL CHECK OF TANK VAPOUR SEAL AND VENT DRAIN SYSTEM (SFAR88),0 days 08:16:00,Thr. 2'191 D,8.266666666666667,200
HE32-281800-02-1 (R0003) / DETAILED INSPECTION OF VAPOUR SEAL (SFAR88),0 days 02:22:00,Thr. 2'191 D,2.3666666666666667,200
HE32-281800-05-1 (R0002) / GENERAL VISUAL INSPECTION OF CENTER TANK FWD CARGO BAY INSULATION BLANKETS (SFAR88),0 days 00:28:00,Thr. 2'191 D,0.4666666666666667,200
HE32-291000-04-1 (R0002) / FUNCTIONAL CHECK OF THE POWER TRANSFER UNIT (PTU) GREEN TO YELLOW,0 days 00:24:00,Thr. 2'191 D,0.4,200
HE32-323300-01-1 (R0002) / DETAILED INSPECTION OF FREE-FALL MECHANISM INCLUDING CABLES,0 days 03:12:00,Thr. 2'191 D,3.2,200
HE32-323300-04-1 (R0002) / FUNCTIONAL CHECK OF FREE-FALL MECHANISM CABLE TENSION,0 days 03:08:00,Thr. 2'191 D,3.1333333333333333,200
HE32-351351-01-1 (R0002) / FUNCTIONAL CHECK OF LOW PRESSURE SWITCH,0 days 00:12:00,Thr. 2'191 D,0.2,200
"HE32-352000-02-1 (R0002) / FUNCTIONAL CHECK OF AUTOMATIC MASK RELEASE, DETAILED INSPECTION OF MASKS AND VISUAL CHECK OF",0 days 02:56:00,Thr. 2'191 D,2.9333333333333336,200
HE32-361101-01-1-01 (R0003) / REPLACE THE UPPER SEALS OF THE BLEED-AIR PRECOOLER EXCHANGER OF LH PYLON,0 days 00:39:00,Thr. 2'191 D,0.65,200
HE32-361101-01-1-02 (R0003) / REPLACE THE UPPER SEALS OF THE BLEED-AIR PRECOOLER EXCHANGER OF RH PYLON,0 days 00:39:00,Thr. 2'191 D,0.65,200
HE32-361200-01-1 (R0002) / OPERATIONAL CHECK OF CROSSBLEED VALVE IN MANUAL MODE,0 days 00:18:00,Thr. 2'191 D,0.3,200
HE32-384142-01-1 (R0002) / DISCARD SYSTEM FILTER ELEMENT,0 days 00:20:00,Thr. 2'191 D,0.3333333333333333,200
HE32-384242-01-1 (R0004) / DISCARD COMPRESSOR OUTLET FILTER ELEMENT,0 days 00:20:00,Thr. 2'191 D,0.3333333333333333,200
"HE32-523100-01-1 (R0002) / FUNCTIONAL CHECK OF FORWARD CARGO COMPARTMENT DOOR (INCLUDES LOCKING MECHANISM, INTERLOCK MEC",0 days 01:10:00,Thr. 2'191 D,1.1666666666666667,200
"HE32-523200-01-1 (R0002) / FUNCTIONAL CHECK OF AFT CARGO COMPARTMENT DOOR (INCLUDES LOCKING MECHANISM, INTERLOCK MECHANI",0 days 00:54:00,Thr. 2'191 D,0.9,200
HE32-525111-02-1 (R0002) / OPERATIONAL CHECK OF ALL PRESSURE SENSING CHANNELS FOR RAPID DECOMPRESSION,0 days 00:18:00,Thr. 2'191 D,0.3,200
HE32-525111-04-1 (R0002) / OPERATIONAL CHECK OF DOOR OPENING IN CASE OF POWER OFF,0 days 00:06:00,Thr. 2'191 D,0.1,200
HE32-525111-05-1 (R0002) / OPERATIONAL CHECK OF DOOR OPENING BY USING THE EMERGENCY CODE,0 days 00:06:00,Thr. 2'191 D,0.1,200
HE32-530000-01-1 (R0002) / REMOVE AND DETAILED INSPECTION OF PISTON TYPE DRAIN VALVES IN LOWER FUSELAGE SHELL,0 days 02:10:00,Thr. 2'191 D,2.1666666666666665,200
"HE32-531102-01-1 (R0003) / DETAILED INSPECTION OF FORWARD PASSENGER/CREW DOOR FRAME, UPPER CORNERS, EXTERNAL SURFACE, LH",0 days 01:02:00,Thr. 2'191 D,1.0333333333333334,200
"HE32-531163-01-1 (R0003) / GENERAL VISUAL INSPECTION OF INTERNAL STRUCTURE AROUND FWD PASSENGER/CREW DR, ABOVE CABIN FLO",0 days 03:20:00,Thr. 2'191 D,3.3333333333333335,200
"HE32-531164-01-1 (R0002) / DETAILED INSPECTION OF FUSELAGE INTERNAL STRUCTURE, BELOW FORWARD PASSENGER/CREW DOOR AND CAB",0 days 02:08:00,Thr. 2'191 D,2.1333333333333333,200
HE32-531166-01-2 (R0002) / DETAILED INSPECTION OF FWD PASSENGER/CREW DOOR CUTOUT LOWER CORNERS INTERNAL STRUCTURE ABOVE,0 days 03:20:00,Thr. 2'191 D,3.3333333333333335,200
"HE32-531171-01-1 (R0002) / DETAILED INSPECTION OF NLG, SECONDARY DOOR HINGE SUPPORTS ON FUSELAGE, LH/RH",0 days 00:56:00,Thr. 2'191 D,0.9333333333333333,200
"HE32-531181-01-1 (R0003) / DETAILED INSPECTION OF FUSELAGE INTERNAL STRUCTURE FROM FR 15 TO FR 21, BETWEEN STRINGER 23 A",0 days 00:44:00,Thr. 2'191 D,0.7333333333333333,200
HE32-531189-01-2 (R0002) / DETAILED INSPECTION OF CABIN FLOOR STRUCTURE BETWEEN FR 12 AND FR 21,0 days 18:08:00,Thr. 2'191 D,18.133333333333333,200
"HE32-532137-03-1 (R0001) / DETAILED INSPECTION OF FORWARD CARGO DOOR CUTOUT PANELS, UPPER AND LOWER CORNERS, EXTERNAL SU",0 days 00:36:00,Thr. 2'191 D,0.6,200
HE32-532180-01-2 (R0002) / DETAILED INSPECTION OF FUSELAGE INTERNAL STRUCTURE INCLUDING FORWARD FACE OF PRESSURE BULKHEA,0 days 05:04:00,Thr. 2'191 D,5.066666666666666,200
HE32-533136-01-1 (R0003) / GENERAL VISUAL INSPECTION OF MLG BAY,0 days 00:32:00,Thr. 2'191 D,0.5333333333333333,200
"HE32-534107-01-1 (R0002) / DETAILED INSPECTION OF FUSELAGE INTERNAL STRUCTURE, BETWEEN FR 46 AND FR 65, INCLUDING AFT FA",0 days 08:00:00,Thr. 2'191 D,8.0,200
"HE32-534132-02-1 (R0001) / DETAILED INSPECTION OF AFT PASSENGER/CREW DOOR CUTOUT, UPPER CORNERS, INCLUDING SKIN AND INTE",0 days 00:08:00,Thr. 2'191 D,0.13333333333333333,200
HE32-534135-01-4 (R0003) / GENERAL VISUAL INSPECTION OF INTERNAL STRUCTURE AROUND AFT PASSENGER/CREW DOOR CUTOUT ABOVE C,0 days 02:08:00,Thr. 2'191 D,2.1333333333333333,200
"HE32-534143-01-3 (R0002) / DETAILED INSPECTION OF AFT PASSENGER/CREW DOOR CUTOUT LOWER CORNERS INTERNAL STRUCTURE, ABOVE",0 days 00:48:00,Thr. 2'191 D,0.8,200
"HE32-534144-01-1 (R0002) / DETAILED INSPECTION OF FUSELAGE INTERNAL STRUCTURE, BELOW CABIN FLOOR PANELS INCLUDING FLOOR",0 days 02:08:00,Thr. 2'191 D,2.1333333333333333,200
"HE32-534147-01-1 (R0002) / DETAILED INSPECTION OF THE CABIN FLOOR STRUCTURE, BELOW AND 0.5M AROUND GALLEYS AND TOILETS",0 days 12:00:00,Thr. 2'191 D,12.0,200
HE32-534148-01-1 (R0003) / GENERAL VISUAL INSPECTION OF FUSELAGE EXTERNAL SURFACE,0 days 09:24:00,Thr. 2'191 D,9.4,200
"HE32-534159-02-1 (R0001) / DETAILED INSPECTION OF AFT CARGO DOOR CUTOUT UPPER AND LOWER CORNERS, EXTERNAL SURFACE",0 days 00:52:00,Thr. 2'191 D,0.8666666666666667,200
HE32-534171-02-1 (R0001) / DETAILED INSPECTION OF FUSELAGE SKIN OF BULK CARGO DOOR CUTOUT AT UPPER CORNERS,0 days 00:16:00,Thr. 2'191 D,0.26666666666666666,200
"HE32-534195-01-2 (R0003) / DETAILED INSPECTION OF CABIN FLOOR STRUCTURE AND STRUCTURE BELOW AFT ENTRANCE AREA, BETWEEN F",0 days 00:48:00,Thr. 2'191 D,0.8,200
HE32-535101-01-1 (R0002) / DETAILED INSPECTION OF REAR PRESSURE BULKHEAD COMPLETE AFT FACE AND FUSELAGE INTERNAL STRUCTU,0 days 02:28:00,Thr. 2'191 D,2.466666666666667,200
"HE32-545207-01-1-01 (R0003) / DETAILED INSPECTION OF PYLON-TO-ENGINE AFT ATTACHMENT FITTINGS, OF LH PYLON",0 days 01:50:00,Thr. 2'191 D,1.8333333333333335,200
"HE32-545207-01-1-02 (R0003) / DETAILED INSPECTION OF PYLON-TO-ENGINE AFT ATTACHMENT FITTINGS, OF RH PYLON",0 days 01:50:00,Thr. 2'191 D,1.8333333333333335,200
HE32-545900-W2-1-01 (R0003) / OPERATIONAL CHECK OF LH PYLON DRAINAGE SYSTEM IN ZONE C,0 days 02:36:00,Thr. 2'191 D,2.6,200
HE32-545900-W2-1-02 (R0003) / OPERATIONAL CHECK OF RH PYLON DRAINAGE SYSTEM IN ZONE C,0 days 02:34:00,Thr. 2'191 D,2.5666666666666664,200
"HE32-551010-01-1 (R0002) / DETAILED INSPECTION OF HORIZONTAL STABILIZER, REAR SUPPORT FITTINGS, UPPER AND LOWER ATTACH F",0 days 01:04:00,Thr. 2'191 D,1.0666666666666667,200
"HE32-551020-01-1 (R0003) / DETAILED INSPECTION OF HORIZONTAL STABILIZER, HINGE FITTINGS, SUPPORT RIBS AND ACTUATOR FITTI",0 days 05:40:00,Thr. 2'191 D,5.666666666666667,200
"HE32-552002-01-1 (R0002) / DETAILED INSPECTION OF ELEVATOR, HINGE FITTINGS AND ACTUATOR FITTINGS, LH/RH",0 days 04:16:00,Thr. 2'191 D,4.266666666666667,200
"HE32-553004-01-1 (R0002) / DETAILED INSPECTION OF VERTICAL STABILIZER, ATTACH FITTINGS, INCLUDING LOAD INTRODUCTION AREA",0 days 01:08:00,Thr. 2'191 D,1.1333333333333333,200
"HE32-553005-01-1 (R0002) / DETAILED INSPECTION OF RUDDER HINGE ARM 1, 2, 3, 4 AND 5 AND FIN ACTUATOR FITTINGS (ACTUATOR",0 days 00:32:00,Thr. 2'191 D,0.5333333333333333,200
HE32-553006-01-2 (R0002) / DETAILED INSPECTION OF RUDDER HINGE ARM 6 AND 7,0 days 02:18:00,Thr. 2'191 D,2.3,200
"HE32-554003-02-1 (R0003) / SPECIAL DETAILED INSPECTION (US) OF RUDDER SIDE PANELS, IN AREA OF RUDDER BEARINGS, IN THE BO",0 days 01:32:00,Thr. 2'191 D,1.5333333333333332,200
"HE32-554005-01-1 (R0002) / DETAILED INSPECTION OF RUDDER ATTACH FITTING 1, 2, 3, 4 AND 5 AND RUDDER ACTUATOR ATTACH FITT",0 days 00:32:00,Thr. 2'191 D,0.5333333333333333,200
HE32-554006-01-1 (R0002) / DETAILED INSPECTION OF RUDDER ATTACH FITTING 6 AND 7,0 days 01:06:00,Thr. 2'191 D,1.1,200
"HE32-554008-01-1 (R0002) / SPECIAL DETAILED INSPECTION OF HONEYCOMB CORE OF THE RUDDER SIDE PANEL, LH/RH",0 days 02:30:00,Thr. 2'191 D,2.5,200
HE32-554009-01-1 (R0002) / SPECIAL DETAILED INSPECTION (ELCH TEST) OF THE BONDING LAYERS BETWEEN RUDDER SIDE PANEL HONEY,0 days 04:40:00,Thr. 2'191 D,4.666666666666667,200
"HE32-562101-01-1 (R0002) / DETAILED INSPECTION OF CABIN WINDOW PANES, INCLUDING WINDOW PANES IN DOORS",0 days 12:40:00,Thr. 2'191 D,12.666666666666666,200
"HE32-571122-01-1 (R0002) / DETAILED INSPECTION OF CENTER WING BOX, REAR SPAR AFT FACE",0 days 03:00:00,Thr. 2'191 D,3.0,200
"HE32-571157-01-1 (R0003) / DETAILED INSPECTION OF CENTER WING BOX, UPPER SKIN UPPER SURFACE AND BEAMS INCLUDING FRAME FE",0 days 03:00:00,Thr. 2'191 D,3.0,200
"HE32-572049-03-1-01 (R0003) / DETAILED INSPECTION OF LH OUTER WING, BOTTOM SKIN, LOWER SURFACE AT DRAIN HOLES FOR TRACK",0 days 00:15:00,Thr. 2'191 D,0.25,200
"HE32-572049-03-1-02 (R0003) / DETAILED INSPECTION OF RH OUTER WING, BOTTOM SKIN, LOWER SURFACE AT DRAIN HOLES FOR TRACK",0 days 00:15:00,Thr. 2'191 D,0.25,200
"HE32-572153-01-1-01 (R0003) / DETAILED INSPECTION OF LH OUTER WING, BOTTOM SKIN LOWER SURFACE, AT DRAIN HOLES FOR SLAT C",0 days 00:07:00,Thr. 2'191 D,0.11666666666666667,200
"HE32-572153-01-1-02 (R0003) / DETAILED INSPECTION OF RH OUTER WING, BOTTOM SKIN LOWER SURFACE, AT DRAIN HOLES FOR SLAT C",0 days 00:07:00,Thr. 2'191 D,0.11666666666666667,200
"HE32-572651-01-2-01 (R0003) / DETAILED INSPECTION OF LH OUTER WING, REAR-SPAR-AFT-FACE RETRACTION-JACK-FITTING",0 days 00:06:00,Thr. 2'191 D,0.1,200
"HE32-572651-01-2-02 (R0003) / DETAILED INSPECTION OF RH OUTER WING, REAR-SPAR-AFT-FACE RETRACTION-JACK-FITTING",0 days 00:06:00,Thr. 2'191 D,0.1,200
"HE32-574206-01-1-01 (R0002) / DETAILED INSPECTION OF LH SLAT 1, PINION AND RACK TEETH",0 days 00:28:00,Thr. 2'191 D,0.4666666666666667,200
"HE32-574206-01-1-02 (R0002) / DETAILED INSPECTION OF RH SLAT 1, PINION AND RACK TEETH",0 days 00:28:00,Thr. 2'191 D,0.4666666666666667,200
"HE32-574306-01-2-01 (R0002) / DETAILED INSPECTION OF LH SLAT 2, PINION AND RACK TEETH",0 days 00:18:00,Thr. 2'191 D,0.3,200
"HE32-574306-01-2-02 (R0002) / DETAILED INSPECTION OF RH SLAT 2, PINION AND RACK TEETH",0 days 00:18:00,Thr. 2'191 D,0.3,200
"HE32-574406-01-1-01 (R0002) / DETAILED INSPECTION OF LH SLAT 3, PINION AND RACK TEETH",0 days 00:18:00,Thr. 2'191 D,0.3,200
"HE32-574406-01-1-02 (R0002) / DETAILED INSPECTION OF RH SLAT 3, PINION AND RACK TEETH",0 days 00:18:00,Thr. 2'191 D,0.3,200
"HE32-574506-01-1-01 (R0002) / DETAILED INSPECTION OF LH SLAT 4, PINION AND RACK TEETH",0 days 00:34:00,Thr. 2'191 D,0.5666666666666667,200
"HE32-574506-01-1-02 (R0002) / DETAILED INSPECTION OF RH SLAT 4, PINION AND RACK TEETH",0 days 00:34:00,Thr. 2'191 D,0.5666666666666667,200
"HE32-574606-01-1-01 (R0002) / DETAILED INSPECTION OF LH SLAT 5, PINION AND RACK TEETH",0 days 00:30:00,Thr. 2'191 D,0.5,200
"HE32-574606-01-1-02 (R0002) / DETAILED INSPECTION OF RH SLAT 5, PINION AND RACK TEETH",0 days 00:30:00,Thr. 2'191 D,0.5,200
"HE32-575151-03-1-01 (R0001) / GENERAL VISUAL INSPECTION OF LH OUTER WING, TRAILING EDGE, FALSE REAR SPAR, FORWARD AND AF",0 days 00:49:00,2'191 D,0.8166666666666667,200
"HE32-575151-03-1-02 (R0001) / GENERAL VISUAL INSPECTION OF RH OUTER WING, TRAILING EDGE, FALSE REAR SPAR, FORWARD AND AF",0 days 00:49:00,2'191 D,0.8166666666666667,200
"HE32-575167-01-1-01 (R0003) / DETAILED INSPECTION OF LH OUTER WING, BOTTOM SKIN PANEL NO. 3, UPPER SURFACE, BETWEEN REAR",0 days 00:14:00,Thr. 2'191 D,0.23333333333333334,200
"HE32-575167-01-1-02 (R0003) / DETAILED INSPECTION OF RH OUTER WING, BOTTOM SKIN PANEL NO. 3, UPPER SURFACE, BETWEEN REAR",0 days 00:14:00,Thr. 2'191 D,0.23333333333333334,200
HE32-711311-01-1-01 (R0002) / DETAILED INSPECTION OF FAN COWL DOORS HINGES AND SURROUNDING STRUCTURE (150MM AROUND HINGE,0 days 01:10:00,Thr. 2'191 D,1.1666666666666667,200
HE32-711311-01-1-02 (R0002) / DETAILED INSPECTION OF FAN COWL DOORS HINGES AND SURROUNDING STRUCTURE (150MM AROUND HINGE,0 days 01:10:00,Thr. 2'191 D,1.1666666666666667,200
HE32-711312-01-1-01 (R0002) / DETAILED INSPECTION OF THE FAN COWL DOOR LATCHES AND SURROUNDING STRUCTURE (150MM AROUND L,0 days 01:10:00,Thr. 2'191 D,1.1666666666666667,200
HE32-711312-01-1-02 (R0002) / DETAILED INSPECTION OF THE FAN COWL DOOR LATCHES AND SURROUNDING STRUCTURE (150MM AROUND L,0 days 01:10:00,Thr. 2'191 D,1.1666666666666667,200
HE32-712121-02-1-01 (R0001) / DETAILED INSPECTION OF FORWARD ENGINE MOUNT INSTALLATION EXPOSED SURFACES OF NO.1 ENG,0 days 00:54:00,Thr. 2'191 D,0.9,200
HE32-712121-02-1-02 (R0001) / DETAILED INSPECTION OF FORWARD ENGINE MOUNT INSTALLATION EXPOSED SURFACES OF NO.2 ENG,0 days 00:54:00,Thr. 2'191 D,0.9,200
HE32-712221-02-1-01 (R0001) / DETAILED INSPECTION OF AFT ENGINE MOUNT INSTALLATION EXPOSED SURFACES OF NO.1 ENG,0 days 00:54:00,Thr. 2'191 D,0.9,200
HE32-712221-02-1-02 (R0001) / DETAILED INSPECTION OF AFT ENGINE MOUNT INSTALLATION EXPOSED SURFACES OF NO.2 ENG,0 days 00:54:00,Thr. 2'191 D,0.9,200
HE32-722102-01-1-01 (R0002) / DETAILED INSPECTION OF NO.1 ENGINE FAN CASE V-GROOVE,0 days 01:42:00,Thr. 2'191 D,1.7,200
HE32-722102-01-1-02 (R0002) / DETAILED INSPECTION OF NO.2 ENGINE FAN CASE V-GROOVE,0 days 01:42:00,Thr. 2'191 D,1.7,200
HE32-783216-01-1-01 (R0002) / DETAILED INSPECTION OF THRUST REVERSER V-BLADES OF NO.1 ENG,0 days 01:22:00,Thr. 2'191 D,1.3666666666666667,200
HE32-783216-01-1-02 (R0002) / DETAILED INSPECTION OF THRUST REVERSER V-BLADES OF NO.2 ENG,0 days 01:22:00,Thr. 2'191 D,1.3666666666666667,200
